ra,dec,g_flux,r_flux,i_flux,g_flux_err,r_flux_err,i_flux_err,g_mag,r_mag,i_mag,g_mag_err,r_mag_err,i_mag_err,g_minus_r,r_minus_i,new_g,new_r,new_i
15.9106737,-70.8444746,540.2073333333333,367.9293333333333,315.6761666666667,214.7262,183.1366,153.1944,9.6032,10.0202,10.1865,0.0072,0.009,0.0088,-0.4170000000000016,-0.1662999999999996,12.028598811364645,12.445588966159029,12.611895514511433
15.8780657,-70.8366042,5151.948333333334,2665.415,3839.3166666666666,272.2534,285.7906,189.0275,7.1547,7.8702,7.474,0.001,0.0019,0.0009,-0.7154999999999996,0.3961999999999994,9.580071252445894,10.295587906388684,9.899365164539656
15.707255,-70.8436872,180.97833333333332,163.49911666666668,122.47196666666667,156.9792,172.3057,127.4272,10.7906,10.9008,11.2145,0.0157,0.0191,0.0188,-0.1102000000000007,-0.313699999999999,13.215933539028917,13.326211473378176,13.639908270396413
15.9251642,-70.8459942,188.66366666666667,132.03236666666666,109.11786666666669,163.7525,145.4587,117.7697,10.7454,11.1329,11.3399,0.0157,0.0199,0.0195,-0.3874999999999993,-0.2070000000000007,13.170779323322352,13.558298979908646,13.765260333440752
16.2168566,-70.8453453,1003.5948333333332,740.6613333333333,628.823,166.2092,158.7223,130.7035,8.9307,9.2606,9.4383,0.003,0.0039,0.0038,-0.3299000000000003,-0.1776999999999997,11.356103957922759,11.685950818397664,11.863678954514475
15.9220917,-70.8432116,528.7386666666666,427.39816666666667,294.0323333333333,213.8183,202.0083,149.9161,9.6265,9.8575,10.2636,0.0073,0.0086,0.0092,-0.2309999999999998,-0.4061000000000003,12.051897321178794,12.282918362707937,12.689012274172466
16.2526561,-70.843352,1959.4066666666663,1652.6385,1180.3791666666666,168.9182,157.3581,128.6656,8.2043,8.3892,8.7546,0.0016,0.0017,0.002,-0.1849000000000007,-0.3653999999999993,10.629688546612973,10.814555335255978,11.179946160674923
15.9866931,-70.845548,112.45673333333336,78.45094999999999,63.16985,142.8106,125.2045,102.0951,11.3072,11.6981,11.9333,0.023,0.0289,0.0293,-0.3909000000000002,-0.2351999999999989,13.732536340300413,14.123504482415054,14.358725385896484
15.6620301,-70.837983,877.4073333333333,644.044,580.0485000000001,252.4158,241.6464,202.6833,9.0766,9.4123,9.526,0.0052,0.0068,0.0063,-0.335700000000001,-0.1136999999999996,11.501996850252542,11.837711153399992,11.951339229878181
15.5817456,-70.8389001,454.603,396.3846666666667,267.514,195.8518,185.393,145.8413,9.7905,9.9393,10.3663,0.0078,0.0085,0.0099,-0.1487999999999996,-0.4270000000000014,12.215919256552109,12.364707884147862,12.791633712016731
15.6025241,-70.8395409,401.6243333333333,365.9206666666667,235.76066666666665,181.2341,169.6034,138.7844,9.9251,10.0262,10.5034,0.0082,0.0084,0.0107,-0.1010999999999988,-0.4771999999999998,12.350449955841306,12.451532653751173,12.928821622726034
15.7169761,-70.8365849,1555.95,1010.8158333333332,1062.354833333333,207.0384,183.4726,154.91,8.4546,8.9229,8.8689,0.0024,0.0033,0.0026,-0.468300000000001,0.0540000000000002,10.880010907621912,11.348319909867442,11.294326004698895
15.7140448,-70.8397939,366.5795,284.15250000000003,234.83416666666665,146.3983,119.0255,120.6079,10.0242,10.3007,10.5077,0.0072,0.0076,0.0093,-0.2765000000000004,-0.2069999999999989,12.449579563695101,12.726121296598466,12.933096790331643
15.7321604,-70.8414055,115.12766666666668,59.915083333333335,62.19076666666667,130.5955,102.3295,84.28517,11.2817,11.9908,11.9503,0.0205,0.0309,0.0245,-0.7090999999999994,0.0404999999999997,13.707050743123332,14.41615958076194,14.375685223296209
16.092505,-70.8423784,429.4346666666667,345.3491666666667,263.9968333333333,167.2787,159.0131,125.8411,9.8524,10.089,10.3806,0.0071,0.0083,0.0086,-0.236600000000001,-0.2915999999999989,12.277757248757727,12.514353969041103,12.80600320625447
15.8759469,-70.8406634,459.3285,414.5921666666666,287.0285,140.5219,137.7373,114.4926,9.7793,9.8906,10.2898,0.0055,0.006,0.0072,-0.1112999999999999,-0.3992000000000004,12.204691517585522,12.315947269387232,12.715187446508068
15.9635294,-70.8412067,471.841,325.1476666666667,301.17583333333334,172.6207,158.2364,123.6376,9.7501,10.1544,10.2376,0.0066,0.0088,0.0074,-0.404300000000001,-0.0831999999999997,12.175510810914538,12.579798395601278,12.66294969830194
15.4147315,-70.8379225,107.8391,94.70001666666668,57.53725,141.0975,133.6519,97.54113,11.3527,11.4937,12.0347,0.0237,0.0255,0.0307,-0.141,-0.5410000000000004,13.778059363285443,13.919124861408374,14.460127247770725
15.2969196,-70.8350175,266.87016666666665,101.66443333333332,231.0413333333333,163.5544,139.625,130.1361,10.3689,11.4167,10.5254,0.0111,0.0249,0.0102,-1.0478000000000005,0.8913000000000011,12.794249932861835,13.842077389292758,12.95077579450356
15.6356903,-70.8383739,219.109,136.87041666666667,130.01086666666666,173.4639,148.1856,122.6935,10.583,11.0938,11.1497,0.0143,0.0196,0.0171,-0.5107999999999997,-0.0558999999999993,13.008349458082932,13.519226026611715,13.575050866614887
15.9771585,-70.8397662,478.35316666666665,330.7588333333333,303.87683333333337,190.8205,172.752,136.2476,9.7352,10.1358,10.2279,0.0072,0.0095,0.0081,-0.4005999999999989,-0.0921000000000002,12.160628366726968,12.561221371504239,12.653256019946603
15.5432335,-70.8370313,220.37116666666668,137.53643333333332,145.01353333333333,166.1116,150.0444,124.4048,10.5767,11.0886,11.0311,0.0136,0.0197,0.0155,-0.5118999999999989,0.0574999999999992,13.00211307283471,13.513955605498595,13.456478663762141
15.9042102,-70.8349615,4125.463333333333,2277.315,3120.52,228.267,205.1099,168.633,7.3959,8.0411,7.6991,0.001,0.0016,0.001,-0.6452,0.3420000000000005,9.82131817123376,10.46644223318982,10.12443257399776
15.9141935,-70.8382487,372.4071666666667,302.82483333333334,216.794,146.9509,121.4588,102.302,10.0071,10.2316,10.5945,0.0071,0.0073,0.0085,-0.2245000000000008,-0.3628999999999998,12.43245492493405,12.65702128282582,13.019881853799875
15.7489425,-70.8370335,333.21133333333336,276.1138333333334,211.67416666666668,141.6709,116.0117,92.99149,10.1278,10.3319,10.6205,0.0077,0.0076,0.008,-0.2040999999999986,-0.2886000000000006,12.553200588988286,12.757279586536246,13.045830353282888
15.6274547,-70.8351881,366.7971666666666,318.07466666666664,226.26566666666668,155.318,152.4877,120.7831,10.0236,10.1783,10.5481,0.0077,0.0087,0.0097,-0.1547,-0.3697999999999997,12.448935069267478,12.603677298191982,12.97345335117624
15.7439533,-70.829141,6660.776666666667,2746.875,5756.673333333334,202.1252,181.1923,150.6897,6.8758,7.8375,7.0342,0.0005,0.0012,0.0005,-0.9617000000000004,0.8033000000000001,9.301187819573636,10.262902758115334,9.459571035514468
15.5946923,-70.8299616,3629.4816666666666,1823.775,2851.4216666666666,190.4804,180.8521,144.6038,7.535,8.2822,7.797,0.0009,0.0018,0.0009,-0.7471999999999994,0.4851999999999998,9.960388482437153,10.707571854555507,10.222346386781181
15.7032478,-70.8343046,487.0175,350.1675,335.73400000000004,191.499,185.7249,151.3896,9.7158,10.0739,10.1196,0.0071,0.0096,0.0082,-0.3581000000000003,-0.0457,12.141138582503027,12.499310411091507,12.545011688102209
15.8702134,-70.8314295,2678.1933333333336,1477.0525,1980.2583333333332,183.81,158.8193,132.6304,7.865,8.5111,8.1928,0.0012,0.0019,0.0012,-0.6461000000000006,0.3183000000000007,10.290395188391072,10.93651016988687,10.61819537608503
15.6887887,-70.833206,487.2596666666667,343.5075,324.4315,159.5402,157.2603,126.6784,9.7152,10.0948,10.1568,0.0059,0.0083,0.0071,-0.3795999999999999,-0.0620000000000011,12.140598840565113,12.520159440739201,12.582192463741372
15.2950692,-70.8267629,2526.6533333333336,2368.9166666666665,1451.8686666666665,175.1382,163.2185,136.4027,7.9283,7.9982,8.5298,0.0013,0.0012,0.0017,-0.0698999999999996,-0.5316000000000001,10.353635852212792,10.423625541358327,10.95518166832126
15.5204781,-70.8336931,108.4237,87.4947,73.1666,137.8428,130.504,113.8444,11.3468,11.5797,11.7738,0.023,0.027,0.0282,-0.2329000000000007,-0.1940999999999988,13.77218944084542,14.005045634028999,14.199217814635535
15.6732259,-70.8329995,376.6381666666667,305.45300000000003,216.4333333333333,163.7525,149.6334,122.521,9.9948,10.2223,10.5963,0.0079,0.0089,0.0102,-0.2275000000000009,-0.3739999999999988,12.420189182035413,12.647639012743028,13.021689629617267
15.7233575,-70.8333676,436.8716666666666,344.3771666666667,251.02083333333331,176.613,152.3866,119.9046,9.8337,10.092,10.4353,0.0073,0.008,0.0086,-0.2583000000000002,-0.3432999999999993,12.2591153014175,12.517414128523653,12.860725582490259
15.770515,-70.8355055,150.82363333333333,117.80555,83.97340000000001,137.3715,128.3625,72.26534,10.9884,11.2567,11.6243,0.0165,0.0197,0.0156,-0.2683,-0.3675999999999995,13.413826503226824,13.682085621970842,14.049645655759237
15.820362,-70.8312281,533.1318333333334,419.6225,319.41299999999995,181.0551,226.0395,166.1066,9.6175,9.8775,10.1737,0.0061,0.0097,0.0094,-0.2599999999999998,-0.2962000000000007,12.04291346237896,12.30285308287004,12.599118530501888
15.9496792,-70.8341233,448.57233333333335,316.9015,296.62416666666667,177.9846,174.4374,138.5557,9.805,10.1823,10.2541,0.0072,0.01,0.0085,-0.3772999999999999,-0.0717999999999996,12.230418789941023,12.607689262862202,12.67948367219
15.7305432,-70.832872,313.4013333333333,213.0945,157.0991666666667,218.617,185.8907,148.9256,10.1944,10.6132,10.9442,0.0126,0.0158,0.0172,-0.4188000000000009,-0.3309999999999995,12.619747900507138,13.038569398362025,13.369565296678044
15.993045,-70.8354927,147.77849999999998,113.16561666666666,84.05648333333333,158.3161,144.1827,113.0056,11.0106,11.3003,11.6232,0.0194,0.0231,0.0243,-0.2896999999999998,-0.3229000000000006,13.435971864963992,13.725713764145665,14.048571958764704
16.0848349,-70.8314374,2647.43,1754.9783333333332,1815.0583333333332,169.9707,157.2603,130.3796,7.8776,8.3239,8.2874,0.0012,0.0016,0.0013,-0.4462999999999999,0.0365000000000002,10.30293878533697,10.74932060222881,10.712773532027416
15.88773,-70.8270868,8153.91,3052.836666666667,7376.046666666666,194.6062,168.236,147.9285,6.6562,7.7229,6.7651,0.0004,0.001,0.0004,-1.0667,0.9577999999999998,9.08158521611911,10.148241076923608,9.19044086064403
15.7245852,-70.8306122,561.6036666666666,402.64866666666666,386.281,195.0223,184.31,148.6414,9.561,9.9223,9.9674,0.0063,0.0083,0.007,-0.3612999999999999,-0.0450999999999996,11.986425163485237,12.347684336736645,12.392741632421332
15.7663748,-70.8269038,1604.405,1037.784666666667,944.473,259.072,227.9391,175.2727,8.4213,8.8944,8.9966,0.0029,0.004,0.0034,-0.4730999999999987,-0.1022000000000016,10.846714983110566,11.319731875804527,11.422026132255361
15.7640539,-70.8305943,389.27,339.9256666666667,259.5891666666667,145.9547,138.7399,126.6784,9.959,10.1062,10.3989,0.0068,0.0074,0.0088,-0.1471999999999997,-0.2926999999999999,12.384372662272106,12.531540105085018,12.824283589338828
15.8128112,-70.8319092,193.23366666666664,171.00033333333334,124.89741666666669,109.2343,149.9418,83.78197,10.7194,10.8521,11.1932,0.0102,0.0159,0.0121,-0.1326999999999998,-0.341099999999999,13.144793012946113,13.277507607576833,13.618616360810343
15.9213228,-70.8311833,473.0746666666666,308.9558333333333,306.93933333333337,166.5016,140.0654,116.8686,9.7473,10.2099,10.217,0.0064,0.0082,0.0069,-0.4626000000000001,-0.0071000000000012,12.172675769920087,12.635259001361721,12.64236863624322
16.2245308,-70.8321622,442.3933333333333,386.9961666666667,258.6768333333333,170.2566,165.0946,129.2394,9.8201,9.9654,10.4027,0.007,0.0077,0.009,-0.1453000000000006,-0.4372999999999987,12.245478565686748,12.390733341998969,12.828106160582182
15.7350317,-70.8280445,278.8978333333333,181.011,201.4055,202.6859,150.147,153.883,10.321,10.7904,10.6744,0.0132,0.015,0.0138,-0.4694000000000002,0.1159999999999996,12.746387149033982,13.215737580863749,13.09982168466658
15.8656292,-70.8286138,383.366,228.9848333333333,186.34816666666663,224.6878,150.659,154.5684,9.9756,10.5351,10.7588,0.0106,0.0119,0.015,-0.5594999999999999,-0.2237000000000009,12.400966016250198,12.960483204824666,13.184187188929053
15.8156232,-70.8288456,245.00566666666663,220.3336666666667,185.3623333333333,178.3486,190.1495,148.1427,10.4617,10.5769,10.7646,0.0132,0.0156,0.0145,-0.1151999999999997,-0.1876999999999995,12.887059677113118,13.002297845520179,13.189946280757045
15.9175144,-70.8284738,720.3534999999999,451.318,454.0085,216.9794,181.3622,145.9138,9.2908,9.7984,9.792,0.0055,0.0073,0.0058,-0.5076,0.006400000000001,11.716135823422192,12.22379336271646,12.217340040387308
15.6324006,-70.8257587,856.4611666666666,542.9946666666667,593.3673333333334,184.5142,162.0824,137.0213,9.1029,9.5976,9.5013,0.0039,0.0054,0.0042,-0.4946999999999999,0.0962999999999993,11.528230809664215,12.02301109015593,11.926690916465137
15.5828995,-70.8259709,368.15616666666665,313.14883333333336,232.86566666666667,162.9586,154.9917,125.336,10.0195,10.1952,10.5169,0.008,0.009,0.0097,-0.175699999999999,-0.3216999999999999,12.444919801584419,12.620623004915778,12.94223634603522
16.0412425,-70.8284443,759.5881666666667,484.2285,526.9258333333333,168.9182,147.3519,126.2604,9.2332,9.722,9.6302,0.004,0.0055,0.0043,-0.4887999999999994,0.0917999999999992,11.658554523974594,12.1473741327103,12.055626272408936
15.9111404,-70.8292368,201.31166666666667,153.02966666666669,135.14145,151.2995,158.6252,126.5113,10.6749,10.9727,11.1076,0.0136,0.0188,0.0169,-0.2978000000000005,-0.1349,13.100327639006196,13.398060919350087,13.533028564060011
16.2751086,-70.8310998,302.014,93.41403333333332,315.12483333333336,158.9293,135.8234,123.3809,10.2346,11.5086,10.1884,0.0095,0.0263,0.0071,-1.2739999999999991,1.3201999999999998,12.659932311631783,13.93396969000777,12.613793427524625
15.5093295,-70.8255572,124.33596666666668,83.7735,73.73965,148.1595,127.3991,112.1605,11.1981,11.6269,11.7654,0.0216,0.0275,0.0275,-0.4287999999999989,-0.1385000000000005,13.623508062035649,14.052233349124297,14.19074732018214
15.6549986,-70.8249508,391.03583333333336,353.473,236.388,174.489,172.8411,131.9913,9.9541,10.0637,10.5006,0.0081,0.0089,0.0101,-0.1096000000000003,-0.4368999999999996,12.379458608390921,12.48910938535259,12.925936434388754
16.0777999,-70.827729,281.783,193.90616666666668,182.0025,158.623,153.0924,123.8939,10.3098,10.7156,10.7844,0.0102,0.0143,0.0123,-0.405800000000001,-0.0687999999999995,12.735213028677874,13.14102094782001,13.209806616180886
15.7919851,-70.8251528,345.66316666666665,425.6743333333333,287.04150000000004,129.8485,208.6086,154.0889,10.088,9.8619,10.2898,0.0068,0.0089,0.0097,0.2260999999999988,-0.4278999999999993,12.513367239353908,12.287306338661896,12.715138272816134
15.781187,-70.8227722,1228.9801666666667,935.4765,902.7015,164.0493,189.8253,142.4679,8.7108,9.007,9.0458,0.0024,0.0037,0.0029,-0.2961999999999989,-0.0388000000000001,11.136137814298769,11.432417794724504,11.471139589704244
15.7070018,-70.8237607,401.5108333333334,284.864,272.90433333333334,150.7628,139.1831,113.8444,9.9254,10.298,10.3446,0.0068,0.0088,0.0076,-0.3726000000000002,-0.0465999999999997,12.350756830861041,12.723406079333976,12.769973920739023
15.4424807,-70.8218485,242.92666666666668,92.2025,326.7741666666667,161.5598,138.1838,130.4606,10.4709,11.5228,10.149,0.012,0.0271,0.0072,-1.0518999999999998,1.373800000000001,12.896312022471395,13.948143258063183,12.574380710501881
15.9082096,-70.8254968,363.6636666666666,324.4945,234.5065,154.2706,156.5733,121.5682,10.0329,10.1566,10.5092,0.0077,0.0087,0.0094,-0.1236999999999994,-0.3526000000000007,12.458250216942552,12.58198164962354,12.934612787755938
15.7455568,-70.8223925,453.0383333333333,329.691,241.64083333333332,185.3908,140.0654,134.6868,9.7943,10.1394,10.4767,0.0074,0.0077,0.0101,-0.3451000000000004,-0.337299999999999,12.219662622722911,12.564732270477622,12.902074188031769
15.5565142,-70.8233528,140.87426666666667,97.96626666666666,87.74391666666666,152.0477,138.6288,115.8693,11.0625,11.4569,11.5766,0.0195,0.0256,0.0239,-0.3943999999999992,-0.1196999999999999,13.487920829244787,13.882308604710872,14.00195745922601
15.7745679,-70.8236368,411.2728333333333,361.4196666666666,246.33733333333333,199.2982,190.3114,147.4274,9.8993,10.0396,10.4558,0.0088,0.0095,0.0108,-0.1402999999999998,-0.4161999999999999,12.32467494226819,12.464970547448068,12.881174410597374
15.680609,-70.8135368,8174.0,3223.483333333333,7443.605,223.9651,217.7818,168.633,6.6535,7.6638,6.7552,0.0005,0.0012,0.0004,-1.0103,0.9086,9.078913416561063,10.08918642729752,9.180541702660229
15.8192291,-70.8209535,1416.488,914.3653333333332,1061.3503333333333,198.8095,203.2243,164.5078,8.5566,9.0318,8.87,0.0025,0.004,0.0028,-0.4752000000000009,0.1618000000000012,10.98196775080425,11.457200619664697,11.295353098399216
15.794155,-70.8193141,885.754,663.1131666666666,504.0801666666667,212.2964,213.3528,187.8493,9.0663,9.3807,9.6784,0.0043,0.0058,0.0067,-0.3143999999999991,-0.2977000000000007,11.491717194370946,11.806030871805303,12.103750974499613
15.7230672,-70.8241921,172.90466666666669,127.05775,98.63458333333332,187.5643,159.6895,128.5012,10.8401,11.1746,11.4495,0.0196,0.0227,0.0236,-0.3345000000000002,-0.2749000000000006,13.265483212589748,13.59999709907273,13.874926964232252
15.8125381,-70.8246377,124.95183333333333,103.44358333333334,86.21638333333334,151.1923,140.3949,121.2199,11.1928,11.3979,11.5956,0.0219,0.0246,0.0254,-0.2050999999999998,-0.1976999999999993,13.618143418457493,13.823241109265911,14.02102549799088
15.5860162,-70.8203092,473.8205,333.7095,317.08700000000005,172.1505,160.9382,129.9735,9.7456,10.1262,10.1817,0.0066,0.0087,0.0074,-0.3806000000000011,-0.0554999999999985,12.170965383282395,12.55157857432158,12.607053907262753
15.734156,-70.8230109,114.1601,77.49393333333335,68.38640000000001,124.6244,125.2045,104.5507,11.2908,11.7115,11.8472,0.0198,0.0292,0.0277,-0.4206999999999983,-0.1357000000000017,13.71621414866859,14.13683073802405,14.272575644538094
15.8672906,-70.8249144,176.7493333333333,58.555,56.05421666666667,161.5598,95.96145,97.32413,10.8162,12.0157,12.0631,0.0165,0.0297,0.0314,-1.1995000000000005,-0.0473999999999996,13.241605539021442,14.441090036718325,14.48847928032261
15.8694613,-70.8230645,314.6708333333333,178.637,163.56123333333335,192.5964,152.1844,120.0808,10.19,10.8047,10.9004,0.0111,0.0154,0.0133,-0.6147000000000009,-0.095699999999999,12.615358774345609,13.230071458361277,13.325799058270507
15.9606074,-70.8230535,380.3663333333333,305.32166666666666,223.58516666666668,156.0469,140.8329,118.8419,9.9841,10.2227,10.561,0.0074,0.0083,0.0096,-0.2385999999999999,-0.3383000000000002,12.409494824858445,12.648105938975798,12.98639253068164
15.8113381,-70.8211408,504.4323333333333,436.1953333333333,390.9455,196.1826,189.0124,168.4449,9.6776,9.8354,9.9543,0.007,0.0078,0.0078,-0.1577999999999999,-0.1189,12.102992709003349,12.260797462656843,12.379709453690552
15.813448,-70.8230675,176.9633333333333,119.49295,141.48526666666666,175.1382,154.8923,142.5421,10.8149,11.2413,11.0578,0.0179,0.0235,0.0182,-0.426400000000001,0.1835000000000004,13.240291774499763,13.66664429257239,13.48322195579992
15.8612583,-70.8214179,452.851,336.2126666666666,235.0105,193.6876,152.8911,126.009,9.7947,10.1181,10.5069,0.0077,0.0082,0.0097,-0.3233999999999994,-0.3887999999999998,12.22011167224314,12.54346482182933,12.932281833786737
16.010111,-70.8197684,2658.435,1413.5925,2089.9100000000003,169.6843,156.3765,130.8652,7.8731,8.5588,8.1343,0.0012,0.002,0.0011,-0.6856999999999998,0.4245000000000001,10.298434884816512,10.984189419253468,10.559681039919697
16.0921833,-70.8250537,111.36066666666667,86.14313333333332,75.02073333333333,141.3271,128.9609,111.0237,11.3178,11.5966,11.7467,0.023,0.0271,0.0268,-0.2788000000000004,-0.1501000000000001,13.743170444495691,14.021948338612908,14.172046737257979
15.8272168,-70.8210151,359.39383333333336,298.5563333333333,261.11583333333334,172.1505,159.2066,150.2682,10.0457,10.2471,10.3925,0.0087,0.0097,0.0104,-0.2013999999999995,-0.1454000000000004,12.471073447535346,12.672434279028776,12.817916982441758
15.7779071,-70.8185624,585.618,405.302,327.08483333333334,205.4664,197.8491,156.4041,9.5156,9.9152,10.148,0.0064,0.0088,0.0087,-0.3996000000000013,-0.2327999999999992,11.940963957347975,12.340553132967376,12.573348983254895
15.9004199,-70.8186452,553.6383333333334,337.11716666666666,367.0715,183.5452,147.7693,128.5834,9.5766,10.1152,10.0227,0.006,0.0079,0.0063,-0.5386000000000006,0.0924999999999993,12.001934618547761,12.540547829474924,12.448123333708853
15.7340352,-70.818302,428.5455,330.8255,255.248,195.1885,173.1971,144.3843,9.8546,10.1356,10.4172,0.0082,0.0095,0.0102,-0.2810000000000006,-0.2815999999999992,12.280007652263986,12.561002556123498,12.842594130373605
15.9198122,-70.8199417,326.999,209.69616666666667,210.03866666666667,173.5574,164.9079,128.7477,10.1483,10.6306,10.6289,0.0096,0.0142,0.0111,-0.4822999999999986,0.0016999999999995,12.573633938648566,13.056023771365615,13.054251868234722
15.5035058,-70.8156351,438.0145,357.8446666666667,269.966,166.1116,156.6716,128.3365,9.8309,10.0504,10.3563,0.0069,0.0079,0.0086,-0.2195,-0.3058999999999994,12.256278781012842,12.47576362786673,12.781727320548594
15.9655523,-70.8190693,577.8628333333332,368.3836666666666,359.5885,205.1505,178.2794,143.503,9.5301,10.0189,10.0451,0.0064,0.0088,0.0072,-0.4888000000000012,-0.0261999999999993,11.955438093377715,12.444249084310869,12.470485514721908
15.7392177,-70.817304,482.17516666666666,383.0506666666667,231.4333333333333,215.7806,186.3871,142.3937,9.7266,9.9765,10.5236,0.0081,0.0088,0.0111,-0.2499000000000002,-0.5471000000000004,12.151987901825887,12.401859443678845,12.948935223657772
15.6691661,-70.816839,385.371,316.0565,237.151,173.4639,160.555,133.3459,9.9699,10.1852,10.4971,0.0081,0.0092,0.0102,-0.2152999999999991,-0.3118999999999996,12.395302425121539,12.610588183921907,12.922437599272143
15.8255446,-70.817468,375.30933333333337,322.9303333333333,223.70533333333333,164.9363,145.0346,120.7831,9.9986,10.1618,10.5604,0.008,0.0081,0.0098,-0.1631999999999998,-0.3986,12.424026588136204,12.587227897827512,12.985809154536856
15.6122123,-70.815651,388.1576666666666,310.7225,235.614,171.7734,151.271,123.1235,9.9621,10.2037,10.5041,0.008,0.0088,0.0095,-0.2416,-0.3003999999999998,12.387479578703456,12.629068243817477,12.929497269197643
15.7214706,-70.8152089,1005.3451666666666,519.4788333333333,779.0333333333333,154.7952,155.3886,126.5949,8.9288,9.6457,9.2057,0.0028,0.0054,0.0029,-0.716899999999999,0.4399999999999995,11.354212014160108,12.071080358735783,11.63110989826719
15.7460988,-70.8161706,361.7176666666667,203.93516666666667,195.97333333333333,200.9185,156.3765,130.8652,10.0387,10.6609,10.7041,0.0101,0.0139,0.0121,-0.6221999999999994,-0.0432000000000005,12.464075698316599,13.086269694598421,13.12950755087018
15.9678398,-70.8164478,554.8758333333334,402.6235,302.983,217.2781,183.7242,149.7044,9.5741,9.9224,10.2311,0.0071,0.0083,0.0089,-0.3483,-0.3087,11.999510474315871,12.347752200403846,12.65645434634584
15.9031507,-70.8136322,1464.9273333333333,996.2523333333334,955.0345,206.6465,182.4627,154.91,8.5201,8.9387,8.9846,0.0026,0.0033,0.0029,-0.4186000000000014,-0.0458999999999996,10.94545979410243,11.364076621072126,11.409952348818136
15.8098084,-70.8171068,140.62146666666666,83.13938333333334,97.7567,137.017,127.1572,108.4224,11.0645,11.6351,11.4593,0.0176,0.0277,0.0201,-0.5705999999999989,0.1757999999999988,13.489870941831587,14.060483002735555,13.884633668632995
15.5361015,-70.8124832,395.3351666666667,333.1785,246.2435,166.1116,156.278,129.0757,9.9422,10.1279,10.4562,0.0076,0.0085,0.0095,-0.1857000000000006,-0.3283000000000005,12.367586379207232,12.553307578431907,12.881588061480848
15.7650838,-70.8130423,541.1225,414.7053333333333,317.18783333333334,185.0407,161.5113,141.2009,9.6014,9.8903,10.1813,0.0062,0.007,0.0081,-0.2888999999999999,-0.2910000000000003,12.026761019064836,12.315650948349404,12.60670869917372
16.0356348,-70.8161013,392.2365,262.78566666666666,253.47633333333332,159.6418,149.0146,118.0387,9.9508,10.3856,10.4248,0.0074,0.0103,0.0084,-0.4348000000000009,-0.0391999999999992,12.37612998758966,12.810995816362599,12.850156459490886
15.8495033,-70.814648,288.666,208.8213333333333,201.4695,157.9059,158.6252,131.4294,10.2836,10.6352,10.6741,0.0099,0.0137,0.0118,-0.3515999999999994,-0.0388999999999999,12.709010914232598,13.060562838938875,13.099476728450934
15.3587287,-70.80991,121.56633333333332,59.002316666666665,80.84548333333333,148.4874,94.01608,115.9605,11.2226,12.0074,11.6655,0.0221,0.0288,0.026,-0.7848000000000006,0.3419000000000007,13.647966705585429,14.432827339716782,14.090860595491758
16.0249994,-70.8135243,547.9036666666667,381.7605,372.8558333333333,178.4395,170.1473,137.1755,9.5879,9.9801,10.0058,0.0059,0.0081,0.0067,-0.3922000000000007,-0.0257000000000005,12.013239482953324,12.405522523011212,12.431147644946396
15.8840769,-70.8113446,755.8553333333333,567.4163333333333,460.674,189.969,177.7603,133.4251,9.2385,9.5499,9.7761,0.0045,0.0057,0.0052,-0.311399999999999,-0.2262000000000004,11.663903295463683,11.975245417497568,12.201515745552197
16.0309921,-70.8127196,430.483,367.4458333333333,269.35900000000004,186.4372,178.7107,145.1875,9.8497,10.0216,10.3588,0.0078,0.0088,0.0098,-0.171899999999999,-0.337200000000001,12.275109985972794,12.447016682389982,12.784171272357092
15.8643744,-70.8089891,573.5615,389.9793333333333,309.884,230.3175,195.1848,167.942,9.5382,9.957,10.2066,0.0073,0.0091,0.0098,-0.4188000000000009,-0.2495999999999991,11.96355002034991,12.382396018697285,12.63200211692919
15.6937505,-70.8106102,109.37755,98.6518,81.63615,144.7276,131.0926,113.1926,11.3373,11.4494,11.6549,0.0239,0.0241,0.0251,-0.1120999999999998,-0.2054999999999989,13.762679522055063,13.874737465514126,14.080293712522868
15.7820991,-70.8092469,463.9075,342.28616666666665,251.07366666666667,204.6758,179.7417,142.4679,9.7685,10.0986,10.4351,0.008,0.0095,0.0103,-0.3300999999999998,-0.3365000000000009,12.193921515446556,12.5240266307832,12.860497087404056
15.5946005,-70.8075469,381.44733333333335,330.61133333333333,224.6113333333333,163.356,152.5886,122.9517,9.981,10.1363,10.556,0.0078,0.0084,0.0099,-0.1553000000000004,-0.4196999999999988,12.40641354218674,12.561705657312483,12.981420835235934
15.8502461,-70.8096816,336.39233333333334,296.8913333333333,203.8865,149.2497,133.0746,123.8939,10.1175,10.2531,10.6611,0.008,0.0081,0.011,-0.1356000000000001,-0.4079999999999995,12.542884776752567,12.678506199681543,13.086528823362459
16.1226461,-70.8119679,215.3355,155.9876,141.04798333333335,158.1111,150.5567,122.521,10.6018,10.9519,11.0612,0.0133,0.0175,0.0157,-0.3500999999999994,-0.1092999999999992,13.027210917276111,13.377274809652567,13.486582797228934
15.8072221,-70.8095767,124.5526,144.18075,82.44795,148.3782,163.2185,116.5969,11.1962,11.0374,11.6442,0.0216,0.0205,0.0256,0.1587999999999993,-0.6067999999999998,13.621618005648527,13.462731799229534,14.069550345644657
15.4493252,-70.8000689,5145.095,2933.288333333333,3868.188333333333,180.3374,159.0131,136.8669,7.1561,7.7662,7.4659,0.0006,0.001,0.0006,-0.6101000000000001,0.3003,9.581516504831674,10.191613112731911,9.891230973147708
